CONTENIDO A ANALIZAR;INTENSIDAD
esto no es fascismo! esto es la democracia y el futuro que quieren, ni un partido de derechas, y se abrazan a los bilduetarras.. esto solo pasa en españa! ojalá se pudran!;5
decí­s que no, pero a este le empieza a apestar el culo a calle.;4
como siempre, dando dinero a los suyos, fachorros;4
bulos del mundo, siempre en suciando á los socialistas, !mamarrachosÂ¡Â¡Â¡Â¡Â¡;4
seguir á si, maldita derechita, el periódico de ayuso;4
tragar bilis fachirulos, lleváis meses, rí­os y rí­os de tinta y os habeis comido un gruño como un puño;4
"@lavanguardia lo siento pero no puedo evitar ponerme en el lugar del carapolla. 
de haberse producido ayer, aún podrí­an haber inflado más la petición de zona catastrófica.";4
"entre gilipollas anda el juego... todo hay que torcerlo, todo hay que manipularlo.
entonces... ¿¿¿ un payaso cuando se disfraza también va en contra de los muchos payasos que campan por la polí­tica y otras ocupaciones ???
Â¡Â¡ ocupáos de lo importante los que viví­s de lo público !!";4
u un mojón pa ti;4
@lavanguardia y también, que la gente y poderes dejasen de ser mentecatos, delincuentes y psicópatas, además de ultra- clasistas de izquierdas y, de derechas;4
ya va siendo hora ésta decisión para éste asesino de eta;3
menudo pájaro está hecho el tipo.peor aún los 4 bobos q le votan.o buscan un carguito o son tontos.;4
menudo pájaro;4
el tonto del pueblo;4
si por eso gobierna porque todaví­a gobierna trump. un paradigma de los valores democráticos. pedantes americanos.;4
@juanmanu1977 está vendiendo el estado español, como si estuviera en un bazar, y el estado fuera suyo. es un psicópata;4
qué puto asco dais, ppalmeros de mierda. no sois periodistas, sois publirreportajistas.;4
ya está la puta loca hija de puta haciendo de las suyas. no importa cuándo leas esto.;4
que huevos los policí­as, como intentan cogerle al vuelo. y que luego los polí­ticos se llenen los bolsillos y estos hombres/ mujeres no lleguen ni a ganar 2000 pavos al mes.....puta sociedad de mierda;3
"alimentando el odio suspicazmente.  como si no hubiera bastante energúmeno esperando buscar culpables.  

no sois periodismo, sois manipuladores mediáticos del odio";4
"la gogó del llobregat @miqueliceta dando sus últimos coletazos de indignidad...

dedí­quese a bailar a ver qué pilla, escoria!";4
"mira, uno de los â€œpobrecillos luchadoresâ€ del movimiento okupa que tanto defiende @podemos 

siempre al lado de la escoria social. sus votantes, sigan aplaudiendo, focas, que son muy progres";4
lo dice un señor que tiene la ciudad hecha una mierda. al que le sobra la incompetencia por las orejas...;4
"hostia!!! será que por fin va a reconocer los derechos de sus hijos extramaritales!!!

españa merece un rey bastardo!!!";3
"@lavanguardia bajo amenazas! esto es españa, di que sí­!!
daros un aplauso a vosotros mismos, que asquito!";4
nos mean en la cara, nos dicen que llueve y encima limpiamos el suelo;3
qué asquito da el tuerto.;4
la culpa es de franco;3
como no les van a chulear si tienen tantos miramientos con quienes no lo merecen?así­ no hay quien organice una convivencia racional y respetuosa con los derechos de los demás,viva la republiquita!!!;3
entonces la ley del aborto obliga a los médico a hacer abortar a las pacientes. valiente payaso;4
aquí­ es más ... â€œ no estoy de acuerdo con lo qué dices, fascista!!!!â€;3
definitivamente hemos perdido la cabeza. ¿de verdad es necesario?  no puedes obligar a nadie a ponerse un epi y exponerse...  la salud pública está por encima de ejercer el derecho al voto, aquí­ y en japón. aunque ya sabemos lo que os importa... una m;3
q se toke la polla , porque @vox_es sigue creciendo y abriendo los ojos a la gente ! sigue subiendo en las encuestas;4
arrimadas gana votos distorsionando todo, haber cuando se mete en su partido q esta en la mierda.;1
que se ponga esa mierda genocida la agencia europea, sánchez h su pvta madre.;4
jajaja esa bruja se va a comer una mierda.. trump es presidente hasta el 20 de enero y seguirá siendolo..  los. militares estan con trump no con esos golpistas;4
@lavanguardia no ha reconocido su derrota, porque no ha existido tal derrota. demostró el fraude y seguirá demostrándolo. mentiras de un periodismo basura. sois eso. dais asco;4
@lavanguardia no ha reconocido su derrota. él ganó las elecciones. sois basura. siempre habéis sido un periódico  vendido al mejor postor. en época de franco adulando a franco. y así­ sucesivamente. asco,  dais asco;4
la mia â€œuna prensa cí­nica, mercenaria y demagógica producirá un pueblo cí­nico, mercenario y demagógicoâ€.Â joseph pulitzer;1
"¿mañana colgarán de un árbol a algunos que no quieren trabajar en ese centro de blanqueo de dinero pprro? . como los nazis en berlí­n.

así­ actúa la mafia.";5
"es gracioso cuando los fascistas saltan siempre con la presunción de inocencia cuando es un mafioso de los que ellos votan o cuando los que violan son policí­as y guardias civiles.

así­ son, basura.";1
como siempre los de izquierda fundiendo a todo trabajador que se les ocurra...;1
gentuza del gobierno;4
un fracaso, anacrónico y muy lejos de cualquier ideal de izquierda. pero aún sectores de la izquierda española siguen sin verlo. el nacionalismo, todo nacionalismo es casposo, totalitario y cutre.;1
trump...â€™eres un fascista !!!! ahhh no, que es biden;1
"@isabenisa no sé, puigdemont no organizó masacres en checas, ni vació el banco de españa, ni mandó asesinar a rivales polí­ticos... 

el tipo puede ser (y es) un delincuente, un caradura, un charlatán de feria y un cobarde, pero tampoco hay que pasarse.";4
lo de la â€œderechita cobardeâ€ lo inventó casado, ¿verdad? el problema es que vox ha tenido que hacerse su hueco a base de denigrar al pp.;1
vosotros fascistas sois los terroristas;1
lo tí­pico de un paí­s fascista;1
@lavanguardia tiene una pinta de abuelito franquista adulador de vox que espanta...;1
es de vergüenza   , son tan cómplices como los hijos de pu..ta asesinos etarras  , que peña que algún familiar de ellos  no le   hayan pasado como a miles que perdieron a sus padres o madres o hermanos  a manos de estos cobardes asesinos hijos de pu..ta  etarras;4
puta eta!;4
tiempo de rojos, hambre y piojos.;1
cientos de niñatos proetarras apoyan a ratas etarras. traduzco poque con ese titular no se entendí­a bien.;4
nazi, obviamente.;1
genial. hay que limpiar el ejército de golpistas.;1
hace falta limpiar los restos franquistas de todas las instituciones;1
bien merecido lo tiene ese dizque capitán de fragata española! por ser un franquista, ultraderechista obsecado prodictadura! tratar de vejar con esos insultos a los soldados leales a la 2da república es inaceptable!;1
dijo la verdad! los autodenomindos  republicanos españoles eran básicamente los comunistas , algún anarquista y separatista rojoso.;1
es así­ como vamos a quedar si no cesa el afán iconoclasta de estos analfabetos funcionarios de la izquierda: huesos y nombresÂ ;2
seguro que para los fachillas es culpa del gobierno;2
dame veneno que quiero morir, dame ...veneno. antes prefiero la muerte que vivir pidiendo limosna a los sanchistas.;1
tiempo de rojos, miseria y piojos.;1
mientras el â€œgobiernoâ€ criminal, se preocupa de los indultos a los golpistas. indecentes.Â ;4
@2222paco #112 ¿acaso he dicho yo que el pais o esos otros periódicos sean más serios? venga que sí­, que tienes razón. por favor, no me escribas más (o hazlo, pero no voy a contestar). a ver si algún dí­a salí­s un poco de la cueva y os proponéis mirar alrededor. os daréis cuenta de que no todos son fachas o comunistas. aburrí­s. lo malo es que luego me como yo y mi familia lo que votan los demás.;1
@orry #109 lo reitero, vox y podemos me parecen la misma basura. exactamente la misma, en lados contraros, pero la misma. si os queréis creer que vox es mejor que podemos y viceversa, allá vosotros, es vuestra opinión. la mí­a, creo que la he dejado clara. ¿por qué hay más ruido con podemos? simplemente porque están en el gobierno. si estuviese vox pasarí­a lo mismo. es lo que tiene cuando no tienes un programa serio (primero van de ultraderecha en el plano económico y ahora son populistas, criticando que no se ayude económicamente a la gente...¿en qué quedamos?).;1
@orry #110 eso es lo que vosotros queréis, guerras civiles y hablar de hace 70 años cuando a mi (y a mucha gente como yo) les importa un huevo. lo dicho, mismo perro con distinto collar. uno habla de guerra civil y el otro entra al trapo y viceversa, pero polí­ticas serias, poco. confundir, provocar enfrentamiento entre la gente (enfrentamiento por temas que no deberí­an importarnos, como si son fachas o comunistas), pero polí­tica, poca. como el coletas, hablando de cal viva o cunetas, o como el mensaje oficial de vox en respuesta a un comentario de un cantante que no conoce nadie el otro dí­a. menudo nivel de polí­ticos.;2
@orry #98 por cierto, se me ha olvidado escribirlo en mi otro comentario, igual de asqueroso eres tú que los podemitas y los de vox. sois todos unos radicales de m.i.e.r.d.a. os importa un huevo las opiniones de los demás (ni os molestáis en leerlas). si por mi fuese, estarí­ais todos fuera de mi paí­s.;4
¿saldrá sánchez a dar el pésame a su familia como lo hace con los etarras??? o sólo se trata de un gasto superfluo. el gobierno es responsable del efecto llamada y de la muerte de este policí­a. maldito seas sánchez... eres un necio miserable.;4
estos muertos quieren justicia. y la única manera es en las próximas elecciones.......estos politicuchos no tienen humanidad patriota ...marlasca fuera del gobierno por chapucero y manipulador;2
